Name	Assembly	Level	G.Size.Mb	GC	Scaffolds	CDS	day	month	year	group1	group2
Phaeodactylum_tricornutum_CCAP_1055/1	GCA_000150955.2	Chromosome	27.4507	48.8432	88	10408	10	10	2008	Other	Other
Candida_dubliniensis_CD36	GCA_000026945.1	Complete	14.6184	33.2489	8	5859	16	2	2009	Fungi	Ascomycetes
Cryptosporidium_hominis	GCA_002223825.1	Chromosome	9.06885	30.1392	12	3817	29	11	2015	Protists	Apicomplexans
Nicotiana_tabacum	GCA_000715135.1	Scaffold	3643.47	39.2006	168247	84255	29	5	2014	Plants	Land_Plants
Aspergillus_niger	GCA_000002855.2	Scaffold	34.0067	50.3785	20	10609	5	10	2005	Fungi	Ascomycetes
Aureococcus_anophagefferens	GCA_000186865.1	Scaffold	56.6606	67.4	1185	11520	26	1	2011	Protists	Other_Protists
Manihot_esculenta	GCA_001659605.1	Chromosome	582.279	38.0059	2020	43286	7	6	2016	Plants	Land_Plants
Callithrix_jacchus	GCA_000004665.1	Chromosome	2914.96	41.3414	16399	45251	21	1	2010	Animals	Mammals
Aplysia_californica	GCA_000002075.2	Scaffold	927.31	41.9999	4332	27608	17	8	2006	Animals	Other_Animals
Schizosaccharomyces_octosporus_yFS286	GCA_000150505.2	Scaffold	11.6345	37.9	5	4986	12	12	2007	Fungi	Ascomycetes
Schizosaccharomyces_japonicus_yFS275	GCA_000149845.2	Scaffold	11.7332	44.1	32	4878	11	10	2006	Fungi	Ascomycetes
Rhodnius_prolixus	GCA_000181055.3	Scaffold	706.824	37.1	16537	0	17	6	2009	Animals	Insects
Acyrthosiphon_pisum	GCA_000142985.2	Scaffold	541.692	31.1995	23925	27999	1	4	2008	Animals	Insects
Nasonia_vitripennis	GCA_000002325.2	Chromosome	295.781	43.2193	6169	24891	4	5	2007	Animals	Insects
Otolemur_garnettii	GCA_000181295.3	Scaffold	2519.72	41.5	7793	32556	2	6	2006	Animals	Mammals
Zymoseptoria_tritici_IPO323	GCA_000219625.1	Chromosome	39.6863	52.1368	21	10963	22	6	2011	Fungi	Ascomycetes
Batrachochytrium_dendrobatidis_JAM81	GCA_000203795.1	Scaffold	24.3151	39.3	127	8700	7	4	2011	Fungi	Other_Fungi
Parastagonospora_nodorum_SN15	GCA_000146915.2	Scaffold	37.214	50.3719	108	15994	4	4	2005	Fungi	Ascomycetes
Oryza_glaberrima	GCA_000147395.2	Scaffold	303.295	42.8	25599	0	8	7	2010	Plants	Land_Plants
Oryza_rufipogon	GCA_000817225.1	Scaffold	339.177	42.5	3818	0	30	12	2014	Plants	Land_Plants
Tupaia_belangeri	GCA_000181375.1	Contig	2137.23	41.4	841006	0	8	6	2006	Animals	Mammals
Ictidomys_tridecemlineatus	GCA_000236235.1	Scaffold	2478.39	40.5	12483	38592	25	11	2011	Animals	Mammals
Nomascus_leucogenys	GCA_000146795.3	Chromosome	2962.06	41.3958	17524	38654	31	8	2010	Animals	Mammals
Heterorhabditis_bacteriophora	GCA_000223415.1	Scaffold	76.9743	33.9	1240	0	16	8	2011	Animals	Roundworms
Lolium_perenne	GCA_001735685.1	Scaffold	481.479	46.3	666180	0	20	9	2016	Plants	Land_Plants
Sclerotinia_sclerotiorum_1980_UF-70	GCA_000146945.2	Scaffold	38.4592	41.8631	37	14490	19	9	2005	Fungi	Ascomycetes
Fusarium_verticillioides_7600	GCA_000149555.1	Chromosome	41.8449	48.6857	37	20574	18	10	2005	Fungi	Ascomycetes
Arabidopsis_lyrata_subsp._lyrata	GCA_000004255.1	Scaffold	206.823	37.5991	696	39161	30	11	2009	Plants	Land_Plants
Botrytis_cinerea_B05.10	GCA_000143535.4	Complete	42.6301	42.0028	18	13703	5	2	2015	Fungi	Ascomycetes
Erythranthe_guttata	GCA_000504015.1	Scaffold	322.167	36.3144	2212	31861	4	12	2013	Plants	Land_Plants
Capsella_rubella	GCA_000375325.1	Scaffold	133.064	35.9	773	34126	19	4	2013	Plants	Land_Plants
Aspergillus_clavatus_NRRL_1	GCA_000002715.1	Scaffold	27.8594	49.2	143	9121	9	9	2005	Fungi	Ascomycetes
Aspergillus_fischeri_NRRL_181	GCA_000149645.2	Scaffold	31.77	49.5	438	10395	9	9	2005	Fungi	Ascomycetes
Micromonas_pusilla_CCMP1545	GCA_000151265.1	Scaffold	21.9583	65.7	21	10242	7	4	2009	Plants	Green_Algae
Hevea_brasiliensis	GCA_001654055.1	Scaffold	1373.53	35.7	7453	58062	1	6	2016	Plants	Land_Plants
Carica_papaya	GCA_000150535.1	Scaffold	370.419	39.0069	17766	26103	23	4	2008	Plants	Land_Plants
Pediculus_humanus_corporis	GCA_000006295.1	Scaffold	110.781	27.9	1882	10775	18	4	2007	Animals	Insects
Ixodes_scapularis	GCA_000208615.1	Scaffold	1765.38	46	369492	20467	16	1	2008	Animals	Other_Animals
Aspergillus_oryzae_RIB40	GCA_000184455.3	Chromosome	37.912	48.2552	12	12074	7	6	2011	Fungi	Ascomycetes
Theobroma_cacao	GCA_000208745.2	Chromosome	324.88	34.9922	431	30854	8	7	2016	Plants	Land_Plants
[Nectria]_haematococca_mpVI_77-13-4	GCA_000151355.1	Scaffold	51.2865	50.8	209	15708	24	8	2009	Fungi	Ascomycetes
Oryzias_latipes	GCA_002234675.1	Chromosome	734.057	40.8475	25	44766	22	12	2012	Animals	Fishes
Myotis_lucifugus	GCA_000147115.1	Scaffold	2034.58	42.7	11654	43106	1	6	2006	Animals	Mammals
Ricinus_communis	GCA_000151685.2	Scaffold	350.622	34.4006	25763	28584	18	7	2006	Plants	Land_Plants
Phycomyces_blakesleeanus_NRRL_1555(-)	GCA_001638985.2	Scaffold	53.9392	35.9	80	16543	6	5	2016	Fungi	Other_Fungi
Ascosphaera_apis_ARSEF_7405	GCA_001636715.1	Scaffold	20.3131	47	82	6442	2	5	2016	Fungi	Ascomycetes
Laccaria_bicolor_S238N-H82	GCA_000143565.1	Scaffold	64.8774	47.1	665	18215	29	11	2007	Fungi	Basidiomycetes
Vigna_radiata_var._radiata	GCA_000741045.2	Chromosome	463.638	34.3983	2499	42284	18	8	2014	Plants	Land_Plants
Taenia_solium	GCA_001870725.1	Scaffold	129.811	43	13131	0	7	11	2016	Animals	Flatworms
Bemisia_tabaci	GCA_001854935.1	Scaffold	615.017	39.8996	19751	22737	26	10	2016	Animals	Insects
Callorhinchus_milii	GCA_000165045.2	Scaffold	974.499	42.5998	21204	28237	5	1	2007	Animals	Fishes
Brachypodium_distachyon	GCA_000005505.4	Chromosome	271.299	46.4183	15	37892	10	2	2010	Plants	Land_Plants
Chlorella_variabilis	GCA_000147415.1	Scaffold	46.1595	65.5	414	9780	31	8	2010	Plants	Green_Algae
Chlorella_vulgaris	GCA_001021125.1	Scaffold	37.3422	61.5	3600	0	5	6	2015	Plants	Green_Algae
Malassezia_globosa_CBS_7966	GCA_000181695.1	Contig	8.95812	52.1	67	4286	2	11	2007	Fungi	Basidiomycetes
Malassezia_restricta	GCA_003290485.1	Complete	7.36963	55.6659	10	4406	9	7	2018	Fungi	Basidiomycetes
Pyrenophora_tritici-repentis_Pt-1C-BFP	GCA_000149985.1	Scaffold	37.9975	50.8	48	12169	10	4	2007	Fungi	Ascomycetes
Fusarium_oxysporum_f._sp._lycopersici_4287	GCA_000149955.2	Chromosome	61.3869	48.4264	114	27347	10	4	2007	Fungi	Ascomycetes
Anolis_carolinensis	GCA_000090745.2	Chromosome	1799.14	40.8238	6646	34827	15	2	2007	Animals	Reptiles
Monosiga_brevicollis_MX1	GCA_000002865.1	Scaffold	41.7099	54.3258	219	9203	20	11	2007	Protists	Other_Protists
Vanderwaltozyma_polyspora_DSM_70294	GCA_000150035.1	Scaffold	14.6746	33	281	5367	25	4	2007	Fungi	Ascomycetes
Leishmania_braziliensis_MHOM/BR/75/M2904	GCA_000002845.2	Chromosome	32.0688	57.7282	138	8160	4	4	2007	Protists	Kinetoplasts
Talaromyces_stipitatus_ATCC_10500	GCA_000003125.1	Scaffold	35.6854	46.1	820	13252	16	5	2007	Fungi	Ascomycetes
Talaromyces_marneffei_ATCC_18224	GCA_000001985.1	Scaffold	28.6439	46.7	452	10638	16	5	2007	Fungi	Ascomycetes
Postia_placenta_MAD-698-R-SB12	GCA_002117355.1	Scaffold	42.4529	53.5	549	12539	2	5	2017	Fungi	Basidiomycetes
Fundulus_heteroclitus	GCA_000826765.1	Scaffold	1021.9	41.2	10180	38234	20	1	2015	Animals	Fishes
Trichoderma_virens_Gv29-8	GCA_000170995.2	Scaffold	39.0227	49.2	93	12406	17	7	2007	Fungi	Ascomycetes
Trichoderma_atroviride_IMI_206040	GCA_000171015.2	Contig	36.1437	49.7	29	11816	17	7	2007	Fungi	Ascomycetes
Pteropus_vampyrus	GCA_000151845.2	Scaffold	2198.28	40.5	36094	43630	12	9	2008	Animals	Mammals
Lutzomyia_longipalpis	GCA_000265325.1	Scaffold	154.229	35.9	11532	0	7	6	2012	Animals	Insects
Nasonia_giraulti	GCA_000004775.1	Scaffold	283.607	44.3	4912	0	10	11	2009	Animals	Insects
Nasonia_longicornis	GCA_000004795.1	Scaffold	285.726	44.1	5214	0	11	11	2009	Animals	Insects
Capsaspora_owczarzaki_ATCC_30864	GCA_000151315.2	Scaffold	27.9678	53.7	84	8792	5	8	2009	Protists	Other_Protists
Hypsibius_dujardini	GCA_002082055.1	Scaffold	104.155	44.5	1421	20853	7	4	2017	Animals	Other_Animals
Tursiops_truncatus	GCA_001922835.1	Scaffold	2132.52	40.9	2648	38849	28	12	2016	Animals	Mammals
Microcebus_murinus	GCA_000165445.3	Chromosome	2487.41	41.3423	7678	59023	20	7	2007	Animals	Mammals
Dictyocaulus_viviparus	GCA_000816705.1	Scaffold	160.964	35	7157	14171	7	1	2015	Animals	Roundworms
Oesophagostomum_dentatum	GCA_000797555.1	Scaffold	443.017	42.8	64255	25289	5	12	2014	Animals	Roundworms
Limulus_polyphemus	GCA_000517525.1	Scaffold	1828.27	34.5	286793	38682	30	12	2013	Animals	Other_Animals
Priapulus_caudatus	GCA_000485595.2	Scaffold	511.738	45.6996	59587	20692	25	10	2013	Animals	Other_Animals
Strigamia_maritima	GCA_000239455.1	Scaffold	176.211	35.8	14739	0	22	12	2011	Animals	Other_Animals
Dipodomys_ordii	GCA_000151885.2	Scaffold	2236.37	42.6	65193	29351	18	9	2008	Animals	Mammals
Macaca_fascicularis	GCA_000364345.1	Chromosome	2946.84	41.3398	7625	62703	20	5	2013	Animals	Mammals
Necator_americanus	GCA_000507365.1	Scaffold	244.075	41.3	11864	19153	13	12	2013	Animals	Roundworms
Ochotona_princeps	GCA_000292845.1	Scaffold	2229.84	44	10421	25691	13	8	2012	Animals	Mammals
Bubalus_bubalis	GCA_003121395.1	Chromosome	2655.78	41.814	509	58204	11	5	2018	Animals	Mammals
Microsporum_canis_CBS_113480	GCA_000151145.1	Scaffold	23.2631	47.5	17	8765	15	10	2008	Fungi	Ascomycetes
Trichophyton_equinum_CBS_127.97	GCA_000151175.1	Scaffold	24.1582	47.3	125	8676	15	10	2008	Fungi	Ascomycetes
Trichophyton_tonsurans_CBS_112818	GCA_000151455.1	Scaffold	22.9886	48.1	111	8521	7	8	2009	Fungi	Ascomycetes
Trichophyton_rubrum_CBS_118892	GCA_000151425.1	Scaffold	22.53	48.3	36	8706	16	9	2009	Fungi	Ascomycetes
Galeopterus_variegatus	GCA_000696425.1	Scaffold	3187.66	41.2	179514	32104	23	5	2014	Animals	Mammals
Nannizzia_gypsea_CBS_118893	GCA_000150975.2	Scaffold	23.2729	48.4	19	8921	25	7	2008	Fungi	Ascomycetes
Mortierella_verticillata_NRRL_6337	GCA_000739165.1	Scaffold	41.9129	48.8706	56	12595	12	8	2014	Fungi	Other_Fungi
Enterocytozoon_bieneusi_H348	GCA_000209485.1	Scaffold	3.86074	33.4	1733	3632	5	12	2007	Fungi	Other_Fungi
Melitaea_cinxia	GCA_000716385.1	Scaffold	389.908	33.6995	8261	0	26	6	2014	Animals	Insects
Ascogregarina_taiwanensis	GCA_000172235.1	Contig	6.14941	49.7	5379	0	28	1	2010	Protists	Apicomplexans
Hemiselmis_andersenii	GCA_000018645.1	Chromosome	0.632425	25.5344	4	515	9	11	2007	Protists	Other_Protists
Bigelowiella_natans_CCMP2755	GCA_000320545.1	Contig	91.4059	44.9	3736	0	2	11	2012	Other	Other
Verticillium_dahliae_VdLs.17	GCA_000150675.2	Scaffold	33.9003	55.6	55	10535	18	3	2008	Fungi	Ascomycetes
Blumeria_graminis_f._sp._hordei_DH14	GCA_900239735.1	Scaffold	124.489	43.5	318	0	31	3	2018	Fungi	Ascomycetes
Heterodera_glycines	GCA_004148225.1	Contig	123.846	37.7	738	0	7	2	2019	Animals	Roundworms
Cryptosporidium_muris_RN66	GCA_000006515.1	Scaffold	9.24525	28.5	84	3934	9	5	2007	Protists	Apicomplexans
Moniliophthora_perniciosa_FA553	GCA_000183025.1	Scaffold	26.6633	47.7	25056	13560	2	12	2008	Fungi	Basidiomycetes
Agaricus_bisporus_var._bisporus	GCA_001682475.1	Chromosome	30.7842	46.517	13	0	8	7	2016	Fungi	Basidiomycetes
Daucus_carota_subsp._sativus	GCA_001625215.1	Chromosome	421.539	36.0427	4826	44655	20	4	2016	Plants	Land_Plants
Alternaria_brassicicola	GCA_002796735.1	Contig	31.0365	50.8	29	0	27	11	2017	Fungi	Ascomycetes
Diaphorina_citri	GCA_000475195.1	Scaffold	485.705	38.5	161988	24730	29	9	2013	Animals	Insects
Verticillium_albo-atrum	GCA_002851705.1	Scaffold	36.4685	56.5	20	0	3	1	2018	Fungi	Ascomycetes
Trichophyton_benhamiae_CBS_112371	GCA_000151125.2	Contig	22.2242	48.7	68	7974	17	3	2010	Fungi	Ascomycetes
Haematobia_irritans	GCA_003123925.1	Scaffold	1143.54	17.2	76616	0	14	5	2018	Animals	Insects
Vicugna_pacos	GCA_000164845.3	Scaffold	2172.21	41.7	276725	33208	24	9	2008	Animals	Mammals
Choloepus_hoffmanni	GCA_000164785.2	Scaffold	3286.01	40	269084	0	15	9	2008	Animals	Mammals
Pleurotus_ostreatus_PC15	GCA_000697685.1	Scaffold	34.3427	50.9	12	12296	3	6	2014	Fungi	Basidiomycetes
Beauveria_bassiana_ARSEF_2860	GCA_000280675.1	Scaffold	33.6978	51.5	237	10364	18	7	2012	Fungi	Ascomycetes
Beauveria_brongniartii_RCEF_3172	GCA_001636735.1	Scaffold	32.516	51.5	241	9595	4	5	2016	Fungi	Ascomycetes
Jatropha_curcas	GCA_000696525.1	Scaffold	318.527	35.8997	6024	32547	23	5	2014	Plants	Land_Plants
Rhodotorula_graminis_WP1	GCA_001329695.1	Scaffold	21.014	67.5	26	7278	14	10	2015	Fungi	Basidiomycetes
Serpula_lacrymans_var._lacrymans_S7.9	GCA_000218685.1	Scaffold	42.7972	45.3	46	12925	16	6	2011	Fungi	Basidiomycetes
Candida_parapsilosis	GCA_000182765.2	Scaffold	13.0302	38.7	9	5810	26	10	2011	Fungi	Ascomycetes
Nosema_ceranae	GCA_000988165.1	Contig	5.69075	25.4	536	3209	5	5	2015	Fungi	Other_Fungi
Varroa_destructor	GCA_002443255.1	Scaffold	368.942	40.8991	1426	30221	27	9	2017	Animals	Other_Animals
Aspergillus_carbonarius_ITEM_5010	GCA_001990825.1	Scaffold	36.1491	51.6	829	11478	6	1	2017	Fungi	Ascomycetes
Acanthocheilonema_viteae	GCA_900537255.1	Scaffold	77.3509	29.9	6796	10138	23	10	2018	Animals	Roundworms
Puccinia_triticina_1-1_BBBD_Race_1	GCA_000151525.2	Scaffold	135.344	36.8	14818	15685	18	11	2009	Fungi	Basidiomycetes
Cucumis_sativus	GCA_000004075.2	Chromosome	195.669	32.7902	190	25668	20	10	2009	Plants	Land_Plants
Colletotrichum_graminicola_M1.001	GCA_000149035.1	Scaffold	51.6443	49.0853	654	12020	5	8	2009	Fungi	Ascomycetes
Gorilla_gorilla_gorilla	GCA_000151905.3	Chromosome	3063.36	41.2224	40730	46533	19	10	2008	Animals	Mammals
Eucalyptus_grandis	GCA_000612305.1	Scaffold	691.43	39.9993	4951	52554	2	4	2014	Plants	Land_Plants
Amaranthus_tuberculatus	GCA_000180655.1	Contig	4.34798	35	15440	0	22	6	2009	Plants	Land_Plants
Metarhizium_anisopliae_ARSEF_549	GCA_000814975.1	Scaffold	38.5043	50.9	74	10891	6	1	2015	Fungi	Ascomycetes
Tuber_melanosporum	GCA_000151645.1	Scaffold	124.946	44.9	398	7496	27	4	2010	Fungi	Ascomycetes
Phanerochaete_carnosa_HHB-10118-sp	GCA_000300595.1	Scaffold	46.2933	52.9	1137	13925	1	10	2012	Fungi	Basidiomycetes
Magnaporthiopsis_poae_ATCC_64411	GCA_000193285.1	Scaffold	39.6418	55.9	206	12329	18	3	2011	Fungi	Ascomycetes
Hamiltosporidium_tvaerminnensis_OER-3-3	GCA_000180835.1	Contig	13.2708	26.5	41786	0	30	9	2009	Fungi	Other_Fungi
Pseudogymnoascus_destructans	GCA_001641265.1	Scaffold	35.8182	49.2	83	9405	10	5	2016	Fungi	Ascomycetes
Sordaria_macrospora_k-hell	GCA_000182805.2	Scaffold	38.3914	52.1	1583	9896	10	12	2009	Fungi	Ascomycetes
Schizosaccharomyces_cryophilus_OY26	GCA_000004155.2	Scaffold	11.5548	37.7	30	5180	13	11	2009	Fungi	Ascomycetes
Trichophyton_verrucosum_HKI_0517	GCA_000151505.1	Scaffold	22.541	48.2	523	8028	17	3	2010	Fungi	Ascomycetes
Micromonas_sp._ASP10-01a	GCA_001430725.1	Scaffold	19.5824	59.2	1069	0	28	4	2015	Plants	Green_Algae
Artemisia_annua	GCA_003112345.1	Scaffold	1792.86	34.1	39400	213	8	5	2018	Plants	Land_Plants
Grosmannia_clavigera_kw1407	GCA_000143105.2	Scaffold	29.794	53.3	289	8312	4	9	2009	Fungi	Ascomycetes
Fusarium_proliferatum_ET1	GCA_900067095.1	Scaffold	45.2103	48.1	32	16143	6	12	2016	Fungi	Ascomycetes
Trichoderma_harzianum_CBS_226.95	GCA_003025095.1	Scaffold	40.9806	47.6	532	14065	30	3	2018	Fungi	Ascomycetes
Metarhizium_acridum_CQMa_102	GCA_000187405.1	Scaffold	39.4223	49.8	241	9849	31	1	2011	Fungi	Ascomycetes
Zygosaccharomyces_bailii_CLIB_213	GCA_000442885.1	Scaffold	10.2688	42.5	27	4723	10	7	2013	Fungi	Ascomycetes
Zygosaccharomyces_bisporus	GCA_003707595.1	Scaffold	10.606	43.9	418	0	31	10	2018	Fungi	Ascomycetes
Lachancea_fermentati	GCA_900074765.1	Chromosome	10.2645	42.582	8	5233	5	4	2016	Fungi	Ascomycetes
Procavia_capensis	GCA_000152225.2	Scaffold	3602.18	41.8	65694	0	19	9	2008	Animals	Mammals
Puccinia_striiformis_f._sp._tritici	GCA_002900275.1	Contig	156.834	44.4	631	0	26	1	2018	Fungi	Basidiomycetes
Microbotryum_violaceum	GCA_900015485.1	Contig	39.9002	55.5	156	0	23	12	2016	Fungi	Basidiomycetes
Bipolaris_maydis_ATCC_48331	GCA_000354255.1	Scaffold	32.9292	50.7	207	12705	6	4	2013	Fungi	Ascomycetes
Encephalitozoon_intestinalis_ATCC_50506	GCA_000146465.1	Chromosome	2.2169	41.5182	11	1938	16	8	2010	Fungi	Other_Fungi
Cavenderia_fasciculata	GCA_000203815.1	Scaffold	31.0192	33.8	25	12165	7	4	2011	Protists	Other_Protists
Epichloe_festucae_Fl1	GCA_003814445.1	Complete	35.0237	43.7002	8	0	23	11	2018	Fungi	Ascomycetes
Mchenga_conophoros	GCA_000150855.1	Scaffold	73.4256	41.8	61923	0	20	6	2008	Animals	Fishes
Wuchereria_bancrofti	GCA_001555675.1	Scaffold	90.3251	29.1	5105	0	9	2	2016	Animals	Roundworms
Mayetiola_destructor	GCA_000149185.1	Scaffold	185.828	35.9	24475	0	29	9	2010	Animals	Insects
Hyaloperonospora_arabidopsidis_Emoy2	GCA_000173235.2	Scaffold	78.3805	47.4	3108	0	12	9	2008	Protists	Other_Protists
Anopheles_darlingi	GCA_000211455.3	Contig	136.936	48.3	2220	10444	22	11	2010	Animals	Insects
Labeotropheus_fuelleborni	GCA_000150875.1	Scaffold	70.8584	42.1	58245	0	20	6	2008	Animals	Fishes
Melanochromis_auratus	GCA_000150895.1	Scaffold	68.2386	41.5	63297	0	20	6	2008	Animals	Fishes
Maylandia_zebra	GCA_000238955.5	Chromosome	957.485	41.1537	1690	46173	1	12	2011	Animals	Fishes
Rhamphochromis_esox	GCA_000150935.1	Scaffold	71.2951	42.3	55751	0	23	6	2008	Animals	Fishes
Nothobranchius_furzeri	GCA_001465895.2	Chromosome	1242.52	44.8104	6013	36873	1	12	2015	Animals	Fishes
Nothobranchius_kuhntae	GCA_000173855.1	Scaffold	5.23461	44.8	5934	0	17	3	2009	Animals	Fishes
Scophthalmus_maximus	GCA_003186165.1	Chromosome	524.979	43.431	22	26458	5	6	2018	Animals	Fishes
Tachysurus_fulvidraco	GCA_003724035.1	Scaffold	713.811	39.6001	663	47176	13	11	2018	Animals	Fishes
Clonorchis_sinensis	GCA_003604175.1	Scaffold	562.769	42.6	2776	14538	1	10	2018	Animals	Flatworms
Acropora_millepora	GCA_004143615.1	Scaffold	386.6	35.1	3869	0	6	2	2019	Animals	Other_Animals
Anopheles_stephensi	GCA_003448975.2	Chromosome	180.468	45.5202	5	0	25	9	2018	Animals	Insects
Dicentrarchus_labrax	GCA_000689215.1	Scaffold	675.917	40.4	25	0	7	4	2014	Animals	Fishes
Gadus_morhua	GCA_000231765.1	Scaffold	824.311	46.3	427427	0	25	8	2011	Animals	Fishes
Zostera_marina	GCA_001185155.1	Scaffold	203.914	38.9	2228	20648	22	7	2015	Plants	Land_Plants
Phoenix_dactylifera	GCA_000413155.1	Scaffold	556.481	40.1056	80317	40634	19	6	2013	Plants	Land_Plants
Elaeis_guineensis	GCA_000442705.1	Chromosome	1535.18	40.999	40349	41887	26	7	2013	Plants	Land_Plants
Onchocerca_volvulus	GCA_000499405.2	Scaffold	96.3406	29.8	674	0	5	11	2013	Animals	Roundworms
Loa_loa	GCA_000183805.3	Scaffold	91.3658	31.6	5764	15440	3	2	2010	Animals	Roundworms
Anopheles_funestus	GCA_003951495.1	Chromosome	444.544	41.18	9175	0	17	12	2018	Animals	Insects
Amphimedon_queenslandica	GCA_000090795.1	Scaffold	166.7	37.5008	13398	24116	19	5	2010	Animals	Other_Animals
Steinernema_carpocapsae	GCA_000757645.2	Scaffold	84.5126	45.4	16	28423	24	9	2014	Animals	Roundworms
Ailuropoda_melanoleuca	GCA_000004335.1	Scaffold	2299.51	41.7	81467	36506	12	12	2009	Animals	Mammals
Ectocarpus_siliculosus	GCA_000310025.1	Chromosome	195.811	53.4936	1561	16269	19	6	2010	Other	Other
Coccomyxa_subellipsoidea_C-169	GCA_000258705.1	Contig	48.8266	52.9	29	9839	13	4	2012	Plants	Green_Algae
Cryptomonas_paramecium	GCA_000194455.1	Chromosome	0.564783	27.811	4	548	30	3	2011	Protists	Other_Protists
Tetranychus_urticae	GCA_000239435.1	Scaffold	90.8286	32.4976	641	15684	2	12	2011	Animals	Other_Animals
Drosophila_albomicans	GCA_000298335.1	Scaffold	253.56	39.4	26354	0	18	9	2012	Animals	Insects
Lepeophtheirus_salmonis	GCA_001005205.1	Contig	665.13	30.7	83165	0	8	5	2015	Animals	Other_Animals
Saprolegnia_parasitica_CBS_223.65	GCA_000151545.2	Scaffold	53.1316	57.5	1443	20121	4	2	2010	Protists	Other_Protists
Pogonomyrmex_barbatus	GCA_000187915.1	Scaffold	235.646	37.2	4645	19128	4	2	2011	Animals	Insects
Linepithema_humile	GCA_000217595.1	Scaffold	219.501	37.9	3030	21674	7	6	2011	Animals	Insects
Ceratitis_capitata	GCA_000347755.4	Scaffold	436.491	35.0995	2355	22949	20	3	2013	Animals	Insects
Bombus_terrestris	GCA_000214255.1	Chromosome	248.654	38.0986	5678	22091	10	12	2010	Animals	Insects
Apis_florea	GCA_000184785.1	Scaffold	230.485	34.8984	7946	17548	10	12	2010	Animals	Insects
Myzus_persicae	GCA_001856785.1	Scaffold	347.313	30.0993	4021	23910	19	9	2016	Animals	Insects
Dictyostelium_firmibasis	GCA_000277485.1	Scaffold	30.5597	27.8	997	0	9	7	2012	Protists	Other_Protists
Dictyostelium_citrinum	GCA_000286055.1	Scaffold	26.2518	30.3	1772	0	8	8	2012	Protists	Other_Protists
Dictyostelium_intermedium	GCA_000277465.1	Scaffold	30.5295	27.2	3111	0	9	7	2012	Protists	Other_Protists
Polysphondylium_violaceum	GCA_000277445.1	Contig	25.7234	31.8	1228	0	9	7	2012	Protists	Other_Protists
Oryza_barthii	GCA_000182155.3	Chromosome	308.272	42.0761	12	0	21	4	2009	Plants	Land_Plants
Cricetulus_griseus	GCA_000223135.1	Scaffold	2399.79	41.6	109152	38371	3	8	2011	Animals	Mammals
Spirodela_polyrhiza	GCA_001981405.1	Chromosome	136.67	42.7191	20	0	17	1	2017	Plants	Land_Plants
Anas_platyrhynchos	GCA_003850225.1	Chromosome	1126.18	41.6676	2150	39905	29	11	2018	Animals	Birds
Rhipicephalus_microplus	GCA_002176555.1	Scaffold	2008.37	45.4	195084	0	7	6	2017	Animals	Other_Animals
Melampsora_larici-populina_98AG31	GCA_000204055.1	Scaffold	101.129	41.3	462	16372	12	4	2011	Fungi	Basidiomycetes
Mucor_circinelloides_f._lusitanicus_CBS_277.49	GCA_001638945.1	Contig	36.5676	42.2	21	11709	6	5	2016	Fungi	Other_Fungi
Chaetomium_thermophilum_var._thermophilum_DSM_1495	GCA_000221225.1	Scaffold	28.3228	52.6	21	7164	19	7	2011	Fungi	Ascomycetes
Astrammina_rara	GCA_000211355.2	Scaffold	1.45009	42	3231	0	27	4	2011	Protists	Other_Protists
Oryza_sativa_f._spontanea	GCA_000576065.1	Chromosome	337.95	42.9397	12	0	19	2	2014	Plants	Land_Plants
Atta_cephalotes	GCA_000143395.2	Scaffold	317.672	34.3992	2835	10657	11	5	2010	Animals	Insects
Arachis_hypogaea	GCA_003086295.1	Chromosome	2538.44	36.3505	21	101111	2	5	2018	Plants	Land_Plants
Cajanus_cajan	GCA_000340665.1	Chromosome	592.971	33.7105	36536	38965	13	2	2013	Plants	Land_Plants
Patiria_miniata	GCA_000285935.1	Scaffold	811.029	40.5	60183	0	7	8	2012	Animals	Other_Animals
Solenopsis_invicta	GCA_000188075.2	Scaffold	398.995	37.3994	66904	25238	3	2	2011	Animals	Insects
Nilaparvata_lugens	GCA_000757685.1	Scaffold	1140.8	36.0998	46559	24319	24	9	2014	Animals	Insects
Kluyveromyces_aestuarii	GCA_003707555.1	Scaffold	10.0522	38.3	137	0	31	10	2018	Fungi	Ascomycetes
Mesostigma_viride	GCA_004000685.1	Contig	145.899	54.2	52785	0	15	12	2018	Plants	Other_Plants
