ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
pakull2009,10.1007/s11295-009-0204-2,https://doi.org/10.1007/s11295-009-0204-2,"Pakull, Birte; Groppe, Katrin; Meyer, Matthias; Markussen, Torsten; Fladung, Matthias",5.0,2009,Genetic linkage mapping in aspen (Populus tremula L. and Populus tremuloides Michx.),Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,5,3,505-515,Springer Science and Business Media LLC,1614-2942,journal-article,93.0,272.0,Pakull,2009.0,"Pakull, B., K. Groppe, M. Meyer, T. Markussen, and M. Fladung. 2009. Genetic linkage mapping in aspen (Populus tremula L. and Populus tremuloides Michx.). Tree Genetics & Genomes 5:505-515.",high,100.0,100.0,,,False,False,False
liu2012b,10.1016/j.aquaculture.2012.01.034,https://doi.org/10.1016/j.aquaculture.2012.01.034,"Liu, Lei; Li, Jian; Liu, Ping; Zhao, Fazhen; Gao, Baoquan; Du, Ying",6.0,2012,A genetic linkage map of swimming crab (Portunus trituberculatus) based on SSR and AFLP markers,Aquaculture,Aquaculture,Aquaculture,344-349,,66-81,Elsevier BV,0044-8486,journal-article,18.0,273.0,Liu,2012.0,"Liu, L., J. Li, P. Liu, F. Z. Zhao, B. Q. Gao, and Y. Du. 2012. A genetic linkage map of swimming crab (Portunus trituberculatus) based on SSR and AFLP",high,100.0,100.0,,,False,False,False
feng2016,10.1007/s12041-016-0650-1,https://doi.org/10.1007/s12041-016-0650-1,"FENG, CHEN; FENG, CHAO; KANG, MING",3.0,2016,The first genetic linkage map of Primulina eburnea (Gesneriaceae) based on EST-derived SNP markers,Journal of Genetics,Journal of Genetics,J Genet,95,2,377-382,Springer Science and Business Media LLC,0022-1333,journal-article,4.0,274.0,Feng,2016.0,"Feng, C., C. Feng, and M. Kang. 2016. The first genetic linkage map of Primulina eburnea (Gesneriaceae) based on EST-derived SNP markers.",high,100.0,100.0,,,False,False,False
srinivasan2002,10.1093/genetics/162.1.129,https://doi.org/10.1093/genetics/162.1.129,"Srinivasan, Jagan; Sinz, Waltraud; Lanz, Christa; Brand, Alexandra; Nandakumar, Ramkumar; Raddatz, Günter; Witte, Hanh; Keller, Heike; Kipping, Isabel; Pires-daSilva, André; Jesse, Taco; Millare, Jun; de Both, Michiel; Schuster, Stephan C; Sommer, Ralf J",15.0,2002,A Bacterial Artificial Chromosome-Based Genetic Linkage Map of the Nematode Pristionchus pacificus,Genetics,Genetics,,162,1,129-134,Oxford University Press (OUP),1943-2631,journal-article,46.0,275.0,Srinivasan,2002.0,"Srinivasan, J., W. Sinz, C. Lanz, A. Brand, R. Nandakumar, G. Raddatz, H. Witte, H. Keller, I. Kipping, A. Pires-daSilva, T. Jesse, J. Millare, M. de Both, S. C. Schuster, and R. J. Sommer. 2002. A bacterial artificial chromosome-based genetic linkage map of the nematode Pristionchus pacificus. Genetics",high,100.0,100.0,,,False,False,False
lalli2008,10.1007/s11295-007-0125-x,https://doi.org/10.1007/s11295-007-0125-x,"Lalli, D. A.; Abbott, A. G.; Zhebentyayeva, T. N.; Badenes, M. L.; Damsteegt, V.; Polák, J.; Krška, B.; Salava, J.",8.0,2008,A genetic linkage map for an apricot (Prunus armeniaca L.) BC1 population mapping plum pox virus resistance,Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,4,3,481-493,Springer Science and Business Media LLC,1614-2942,journal-article,49.0,276.0,Lalli,2008.0,"Lalli, D. A., A. G. Abbott, T. N. Zhebentyayeva, M. L. Badenes, V. Damsteegt, J. Polak, B. Krska, and J. Salava. 2008. A genetic linkage map for an apricot (Prunus armeniaca L.) BC(1) population mapping plum pox virus resistance.",high,98.5645933014354,100.0,,,False,False,False
wang2015a,10.1371/journal.pone.0141261,https://doi.org/10.1371/journal.pone.0141261,"Wang, Jing; Zhang, Kaichun; Zhang, Xiaoming; Yan, Guohua; Zhou, Yu; Feng, Laibao; Ni, Yang; Duan, Xuwei",8.0,2015,Construction of Commercial Sweet Cherry Linkage Maps and QTL Analysis for Trunk Diameter,PLOS ONE,PLOS ONE,PLoS ONE,10,10,e0141261,Public Library of Science (PLoS),1932-6203,journal-article,14.0,277.0,Wang,2015.0,"Wang, J., K. C. Zhang, X. M. Zhang, G. H. Yan, Y. Zhou, L. B. Feng, Y. Ni, and X. W. Duan. 2015. Construction of Commercial Sweet Cherry Linkage Maps and QTL Analysis for Trunk Diameter. Plos One 10.",high,100.0,100.0,,,False,False,False
tavassolian2010,,,"Tavassolian, I., G. Rabiei, D. Gregory, M. Mnejja, M. G. Wirthensohn, P. W. Hunt, J. P. Gibson, C. M. Ford, M. Sedgley, and S. B. Wu",,2010,Construction of an almond linkage map in an Australian population Nonpareil x Lauranne,,,,,,,,,journal-article,,278.0,Tavassolian,2010.0,"Tavassolian, I., G. Rabiei, D. Gregory, M. Mnejja, M. G. Wirthensohn, P. W. Hunt, J. P. Gibson, C. M. Ford, M. Sedgley, and S. B. Wu. 2010. Construction of an almond linkage map in an Australian population Nonpareil x Lauranne.",unresolved,,,,Citation truncated in the supplementary PDF; journal not recoverable from the text.,False,False,True
cao2011,10.21273/jashs.136.3.190,https://doi.org/10.21273/jashs.136.3.190,"Cao, Ke; Wang, Lirong; Zhu, Gengrui; Fang, Weichao; Chen, Chenwen; Zhao, Pei",6.0,2011,"Construction of a Linkage Map and Identification of Resistance Gene Analog Markers for Root-knot Nematodes in Wild Peach, Prunus kansuensis",Journal of the American Society for Horticultural Science,Journal of the American Society for Horticultural Science,J. Amer. Soc. Hort. Sci.,136,3,190-197,American Society for Horticultural Science,0003-1062,journal-article,17.0,279.0,Cao,2011.0,"Cao, K., L. R. Wang, G. R. Zhu, W. C. Fang, C. W. Chen, and P. Zhao. 2011. Construction of a Linkage Map and Identification of Resistance Gene Analog Markers for Root-knot Nematodes in Wild Peach, Prunus kansuensis. Journal of the American Society for Horticultural Science 136:190-197.",high,100.0,100.0,,,False,False,False
zhang2015b,10.1093/dnares/dsv003,https://doi.org/10.1093/dnares/dsv003,"Zhang, J.; Zhang, Q.; Cheng, T.; Yang, W.; Pan, H.; Zhong, J.; Huang, L.; Liu, E.",8.0,2015,High-density genetic map construction and identification of a locus controlling weeping trait in an ornamental woody plant (Prunus mume Sieb. et Zucc),DNA Research,DNA Research,DNA Research,22,3,183-191,Oxford University Press (OUP),1340-2838,journal-article,129.0,280.0,Zhang,2015.0,"Zhang, J., Q. X. Zhang, T. R. Cheng, W. R. Yang, H. T. Pan, J. J. Zhong, L. Huang, and E. Z. Liu. 2015. High-density genetic map construction and identification of a locus controlling weeping trait in an ornamental woody plant (Prunus mume Sieb. et Zucc). DNA Research 22:183-191.",high,100.0,100.0,,,False,False,False
nunezlillo2015,10.1007/s11295-015-0911-9,https://doi.org/10.1007/s11295-015-0911-9,"Nuñez-Lillo, Gerardo; Cifuentes-Esquivel, Alejandra; Troggio, Michela; Micheletti, D.; Infante, Rodrigo; Campos-Vargas, Reinaldo; Orellana, Ariel; Blanco-Herrera, Francisca; Meneses, Claudio",9.0,2015,Identification of candidate genes associated with mealiness and maturity date in peach [Prunus persica (L.) Batsch] using QTL analysis and deep sequencing,Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,11,4,,Springer Science and Business Media LLC,1614-2942,journal-article,67.0,281.0,Nunez-Lillo,2015.0,"Nunez-Lillo, G., A. Cifuentes-Esquivel, M. Troggio, D. Micheletti, R. Infante, R. Campos-Vargas, A. Orellana, F. Blanco-Herrera, and C. Meneses. 2015. Identification of candidate genes associated with mealiness and maturity date in peach Prunus persica (L.) Batsch using QTL analysis and deep",high,100.0,90.9090909090909,,,False,False,False
arangoisaza2016,10.1371/journal.pgen.1005876,https://doi.org/10.1371/journal.pgen.1005876,"Arango Isaza, Rafael E.; Diaz-Trujillo, Caucasella; Dhillon, Braham; Aerts, Andrea; Carlier, Jean; Crane, Charles F.; V. de Jong, Tristan; de Vries, Ineke; Dietrich, Robert; Farmer, Andrew D.; Fortes Fereira, Claudia; Garcia, Suzana; Guzman, Mauricio; Hamelin, Richard C.; Lindquist, Erika A.; Mehrabi, Rahim; Quiros, Olman; Schmutz, Jeremy; Shapiro, Harris; Reynolds, Elizabeth; Scalliet, Gabriel; Souza, Manoel; Stergiopoulos, Ioannis; Van der Lee, Theo A. J.; De Wit, Pierre J. G. M.; Zapater, Marie-Françoise; Zwiers, Lute-Harm; Grigoriev, Igor V.; Goodwin, Stephen B.; Kema, Gert H. J.",30.0,2016,Combating a Global Threat to a Clonal Crop: Banana Black Sigatoka Pathogen Pseudocercospora fijiensis (Synonym Mycosphaerella fijiensis) Genomes Reveal Clues for Disease Control,PLOS Genetics,PLOS Genetics,PLoS Genet,12,8,e1005876,Public Library of Science (PLoS),1553-7404,journal-article,93.0,282.0,Arango_Isaza,2016.0,"Arango Isaza, R. E., C. Diaz-Trujillo, B. Dhillon, A. Aerts, J. Carlier, C. F. Crane, T. V. de Jong, I. de Vries, R. Dietrich, A. D. Farmer, C. F. Fereira, S. Garcia, M. Guzman, R. C. Hamelin, E. A. Lindquist, R. Mehrabi, O. Quiros, J. Schmutz, H. Shapiro, E. Reynolds, G. Scalliet, M. Souza, Jr., I. Stergiopoulos, T. A. J. Van der Lee, P. J. G. M. De Wit, M.-F. Zapater, L.-H. Zwiers, I. V. Grigoriev, S. B. Goodwin, and G. H. J. Kema. 2016. Combating a Global Threat to a Clonal Crop: Banana Black Sigatoka Pathogen Pseudocercospora",high,100.0,100.0,,,False,False,False
sarkhosh2012,10.1080/14620316.2012.11512821,https://doi.org/10.1080/14620316.2012.11512821,"Sarkhosh, A.; Zamani, Z.; Fatahi, R.; Wiedow, C.; Chagné, D.; Gardiner, S. E.",6.0,2012,A pomegranate (Punica granatumL.) linkage map based on AFLP markers,The Journal of Horticultural Science and Biotechnology,The Journal of Horticultural Science and Biotechnology,The Journal of Horticultural Science and Biotechnology,87,1,1-6,Informa UK Limited,1462-0316,journal-article,11.0,283.0,Harel-Beja,2015.0,"Sarkhosh, A., Z. Zamani, R. Fatahi, C. Wiedow, D. Chagne, and S. E. Gardiner. 2012. A pomegranate (Punica granatum L.) linkage map based on AFLP markers. Journal of Horticultural Science & Biotechnology 87:1-6.",high_manual,100.0,22.22222222222222,accept,"Exact title match; Harel-Beja is a later author in the list, actual year 2012.",True,False,False
wu2014,10.1093/jxb/eru311,https://doi.org/10.1093/jxb/eru311,"Wu, Jun; Li, Lei-Ting; Li, Meng; Khan, M. Awais; Li, Xiu-Gen; Chen, Hui; Yin, Hao; Zhang, Shao-Ling",8.0,2014,High-density genetic linkage map construction and identification of fruit-related QTLs in pear using SNP and SSR markers,Journal of Experimental Botany,Journal of Experimental Botany,,65,20,5771-5781,Oxford University Press (OUP),1460-2431,journal-article,150.0,284.0,Wu,2014.0,"Wu, J., L. T. Li, M. Li, M. A. Khan, X. G. Li, H. Chen, H. Yin, and S. L. Zhang. 2014. High-density genetic linkage map construction and identification of fruit-related QTLs in pear using SNP and SSR markers. Journal of Experimental",high,100.0,100.0,,,False,False,False
bodenes2016,10.1093/dnares/dsw001,https://doi.org/10.1093/dnares/dsw001,"Bodénès, Catherine; Chancerel, Emilie; Ehrenmann, François; Kremer, Antoine; Plomion, Christophe",5.0,2016,High-density linkage mapping and distribution of segregation distortion regions in the oak genome,DNA Research,DNA Research,DNA Res,23,2,115-124,Oxford University Press (OUP),1340-2838,journal-article,62.0,285.0,Bodenes,2016.0,"Bodenes, C., E. Chancerel, F. Ehrenmann, A. Kremer, and C. Plomion. 2016. High-density linkage mapping and distribution of segregation distortion regions in the oak genome. DNA Research 23:115-124.",high,100.0,71.42857142857143,,,False,False,False
cano2011,10.1038/hdy.2011.39,https://doi.org/10.1038/hdy.2011.39,"Cano, J M; Li, M-H; Laurila, A; Vilkki, J; Merilä, J",5.0,2011,First-generation linkage map for the common frog Rana temporaria reveals sex-linkage group,Heredity,Heredity,Heredity,107,6,530-536,Springer Science and Business Media LLC,0018-067X,journal-article,17.0,286.0,Cano,2011.0,"Cano, J. M., M. H. Li, A. Laurila, J. Vilkki, and J. Merila. 2011. First-generation linkage map for the common frog Rana temporaria reveals sex-linkage group.",high,100.0,100.0,,,False,False,False
